Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
22/23,Round 12,28/10/22,Karagümrük,Galatasaray,0,2,6.65,7.36,4-3-3,4-2-3-1,(c) E. Viviano; D. Biraschi; S. Caulker; I. Drešević; C. Erkin; J. Durmaz; O. Shukurov; A. Uğur; J. Kouassi; M. Diagne; F. Borini,(c) F. Muslera; L. Dubois; V. Nelsson; E. Bayram; E. Taşdemir; L. Torreira; S. Oliveira; M. Rashica; D. Mertens; K. Aktürkoğlu; M. Icardi
22/23,Round 12,29/10/22,Konyaspor,Kasımpaşa,1,1,6.84,6.68,4-1-4-1,4-4-1-1,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. Hadžiahmetović; K. Michalak; O. Ülgün; E. Çekiçi; Z. Bytyqi; M. Demir,E. Taşkıran; F. Hadergjonaj; D. Graovac; S. Çiftpınar; M. B. Ouanes; M. Fall; M. Tirpan; V. Eysseric; A. Engin; (c) H. Hajradinović; A. S. Demirel
22/23,Round 12,29/10/22,Alanyaspor,Gaziantep,2,0,7.09,6.62,4-3-3,3-4-2-1,R. Rúnarsson; P. Pereira; F. Bayır; F. Aksoy; J. Balkovec; I. Doumbia; L. Fer; U. Güneş; (c) E. Karaca; A. Hassan; Z. Ferhat,(c) G. Güvenç; A. Kızıldağ; P. Djilobodji; A. Toșca; Ö. Artan; F. Soyalp; M. Jevtović; Á. Sagal; L. Marković; A. Maxim; J. Figueiredo
22/23,Round 12,30/10/22,Ankaragücü,Hatayspor,4,1,7.01,6.46,4-2-3-1,4-3-3,G. Akkan; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; G. Beridze; Pedrinho; Jesé; A. Sowe,E. Kardeşler; K. Alıcı; O. Vranješ; B. Öksüz; S. Adekugbe; M. Boudjemaa; O. Ergün; R. Aabid; (c) A. E. Kaabi; Z. Luís; S. Lobjanidze
22/23,Round 12,30/10/22,Beşiktaş,Ümraniyespor,5,2,7.02,6.36,4-3-2-1,4-1-4-1,M. Günok; V. Rosier; T. T. Sanuç; R. Saiss; A. Masuaku; S. Uçan; (c) Souza; G. Fernandes; C. Tosun; D. Alli; W. Weghorst,A. Demir; S. Popov; Allyson; M. Eser; O. Atasayar; I. Sackey; Geraldo; (c) S. Göksu; D. Avounou; Y. D. Valle; M. U. Nayir
22/23,Round 12,30/10/22,Kayserispor,Adana DS,2,2,6.89,6.75,4-1-4-1,4-2-3-1,B. Bayazit; O. Bulut; A. Karimi; M. Hosseini; L. Carole; Campanharo; R. Civelek; O. Kemen; (c) B. Mensah; M. Thiam; M. Gavranović,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; E. Akbaba; H. Onyekuru; Y. Belhanda
22/23,Round 12,30/10/22,İstanbulspor,Fenerbahçe,2,5,6.45,6.98,4-1-4-1,4-4-2,D. Jensen; O. Berber; M. Yeşil; A. Mehremić; A. Yaşar; O. Erdoğan; J. Topalli; M. Kabasakal; M. Sarıkaya; V. Ethemi; (c) İ. Yilmaz,(c) A. Bayındır; F. Kadıoğlu; S. Aziz; A. Szalai; E. Alioski; İ. C. Kahveci; Willian Arão; M. Zajc; E. Mor; M. Batshuayi; João Pedro Galvão
22/23,Round 12,31/10/22,Başakşehir,Giresunspor,3,1,6.93,6.62,4-3-3,4-2-3-1,V. Babacan; J. Caiçara; L. Duarte; (c) A. Epureanu; H. A. Kaldırım; Ö. A. Şahiner; Y. Ndayishimiye; B. Özcan; S. Gürler; P. P. Keny; M. Chouiar,(c) O. Piri; H. Bilazer; S. Piçinciol; R. Arias; A. Pérez; J. Campuzano; R. Mejía; Serginho; G. Sağlam; B. Sainz; R. Bajić
22/23,Round 12,31/10/22,Sivasspor,Antalyaspor,0,2,6.44,6.97,4-2-3-1,5-4-1,A. Ş. Vural; E. Yeşilyurt; D. Goutas; C. Osmanpaşa; M. Paluli; (c) H. Arslan; K. Keïta; C. N'Jie; D. Saba; M. Gradel; M. Yatabaré,M. A. Uysal; B. Balcı; (c) V. Sarı; C. Luyindama; F. Kudryashov; G. Vural; S. Nakajima; Fernando; U. Akyol; S. Larsson; H. Wright
22/23,Round 11,21/10/22,Antalyaspor,İstanbulspor,2,1,6.95,6.77,4-3-3,5-4-1,M. A. Uysal; B. Balcı; C. Luyindama; Ö. Toprak; (c) G. Vural; U. Akyol; Fernando; S. Nakajima; S. Gümüş; H. Wright; S. Larsson,D. Jensen; O. Berber; O. Erdoğan; M. Yeşil; A. Mehremić; A. Yaşar; J. Topalli; (c) E. Rroca; M. Sarıkaya; V. Ethemi; E. K. Gültekin
22/23,Round 11,22/10/22,Ümraniyespor,Karagümrük,1,3,6.74,6.8,4-4-2,4-3-3,O. Özdemir; S. Popov; Allyson; M. Eser; E. Lenjani; Geraldo; (c) S. Göksu; O. Gürbulak; O. Ayık; M. U. Nayir; D. Avounou,(c) E. Viviano; D. Biraschi; S. Caulker; I. Drešević; C. Erkin; J. Durmaz; A. Lawrence; M. Ozdoev; J. Kouassi; F. Borini; K. Frei
22/23,Round 11,22/10/22,Trabzonspor,Sivasspor,1,0,7.15,6.76,4-2-3-1,4-2-3-1,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; M. Hamšík; J. Gbamin; M. Trézéguet; A. Bakasetas; M. Gómez; U. Bozok,A. Ş. Vural; M. Paluli; D. Goutas; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; C. Charisis; C. N'Jie; D. Saba; E. Yeşilyurt; M. Yatabaré
22/23,Round 11,22/10/22,Fenerbahçe,Başakşehir,1,0,7.03,6.67,3-1-4-2,4-3-3,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; İ. Yüksek; F. Kadıoğlu; İ. C. Kahveci; M. Crespo; Lincoln; M. Batshuayi; Enner Valencia,V. Babacan; Ö. A. Şahiner; L. Duarte; (c) M. Tekdemir; H. A. Kaldırım; D. Türüç; L. Biglia; B. Özcan; B. Traoré; S. Okaka; S. Gürler
22/23,Round 11,23/10/22,Kasımpaşa,Kayserispor,0,1,6.91,7.13,4-1-4-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; J. Bruma; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; Campanharo; R. Civelek; O. Kemen; (c) B. Mensah; M. Cardoso; M. Thiam
22/23,Round 11,23/10/22,Adana DS,Konyaspor,1,1,6.78,6.81,4-2-3-1,4-1-4-1,E. Özbir; J. Svensson; S. Akaydın; Y. Rakitskyi; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; E. Akbaba; H. Onyekuru; Y. Belhanda,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. Hadžiahmetović; K. Michalak; E. Çekiçi; S. Dikmen; Z. Bytyqi; M. B. Diouf
22/23,Round 11,23/10/22,Galatasarayx2,Alanyaspor,2,2,6.69,6.89,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; L. Torreira; S. Oliveira; M. Rashica; D. Mertens; K. Aktürkoğlu; M. Icardi,R. Rúnarsson; F. Aksoy; F. Bayır; J. K. Rassoul; Y. Özdemir; A. Lusamba; L. Fer; (c) E. Karaca; E. Bekiroğlu; D. Candeias; A. Hassan
22/23,Round 11,24/10/22,Giresunspor,Ankaragücü,1,1,6.85,6.77,4-2-3-1,4-2-3-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; J. Campuzano; M. C. Akpinar; Serginho; G. Sağlam; B. Sainz; R. Bajić,G. Akkan; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; G. Beridze; E. Kılınç; Jesé; A. Sowe
22/23,Round 11,24/10/22,Hatayspor,Beşiktaş,2,1,6.99,6.79,4-3-3,4-2-3-1,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; M. Boudjemaa; O. Ergün; R. Aabid; A. E. Kaabi; Z. Luís; S. Lobjanidze,E. Destanoğlu; V. Rosier; T. T. Sanuç; F. Montero; A. Masuaku; S. Uçan; (c) Souza; J. Muleka; D. Alli; G. N'Koudou; W. Weghorst
22/23,Round 10,14/10/22,Alanyaspor,Antalyaspor,3,2,6.8,6.71,4-3-3,4-2-3-1,R. Rúnarsson; F. Aksoy; F. Bayır; J. K. Rassoul; Y. Özdemir; A. Lusamba; L. Fer; E. Bekiroğlu; (c) E. Karaca; A. Hassan; D. Candeias,M. A. Uysal; B. Balcı; C. Luyindama; Ö. Toprak; C. Sertel; (c) Fredy; U. Akyol; G. Bayrakdar; L. Adriano; H. Ghacha; H. Wright
22/23,Round 10,15/10/22,Karagümrük,Hatayspor,3,0,7.2,6.53,4-3-3,4-3-3,(c) E. Viviano; D. Biraschi; S. Caulker; I. Drešević; C. Erkin; A. Lawrence; M. Ozdoev; J. Durmaz; J. Kouassi; F. Borini; K. Frei,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; K. Kanak; M. Boudjemaa; O. Ergün; R. Aabid; A. E. Kaabi; B. Yıldırım; S. Lobjanidze
22/23,Round 10,15/10/22,Kasımpaşa,Adana DS,1,4,6.64,7.27,4-1-4-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; J. Bruma; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; A. Kara; B. Celina; S. Bahoken,E. Özbir; J. Svensson; S. Akaydın; Y. Rakitskyi; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; E. Akbaba; H. Onyekuru; Y. Belhanda
22/23,Round 10,15/10/22,Kayserispor,Galatasaray,2,1,6.99,6.75,4-1-4-1,4-2-3-1,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; Campanharo; R. Civelek; O. Kemen; (c) B. Mensah; M. Cardoso; M. Gavranović,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; L. Torreira; F. Midtsjø; Y. Akgün; J. Mata; D. Mertens; M. Icardi
22/23,Round 10,15/10/22,Konyaspor,Gaziantep,0,1,6.76,7.02,4-1-4-1,3-4-2-1,(c) I. Šehić; A. Oğuz; A. Demirbağ; K. Demirtaş; G. H. Sityá; A. Hadžiahmetović; K. Michalak; E. Çekiçi; S. Dikmen; Z. Bytyqi; M. Demir,(c) G. Güvenç; A. Kızıldağ; M. Jevtović; A. Toșca; S. Kitsiou; F. Soyalp; A. Parmak; Á. Sagal; J. Figueiredo; A. Maxim; T. Pekhart
22/23,Round 10,16/10/22,Başakşehir,İstanbulspor,2,0,7.09,6.59,4-1-4-1,5-4-1,V. Babacan; Ö. A. Şahiner; L. Duarte; Y. Ndayishimiye; L. Lima; L. Biglia; D. Türüç; (c) M. Tekdemir; B. Özcan; S. Gürler; B. Traoré,D. Jensen; O. Berber; O. Erdoğan; M. Yeşil; A. Mehremić; A. Yaşar; J. Topalli; (c) E. Rroca; M. Sarıkaya; V. Ethemi; İ. Yilmaz
22/23,Round 10,16/10/22,Beşiktaş,Trabzonspor,2,2,6.8,6.75,4-2-3-1,4-3-3,E. Destanoğlu; V. Rosier; T. T. Sanuç; F. Montero; A. Masuaku; S. Uçan; (c) Souza; R. Ghezzal; D. Alli; G. N'Koudou; W. Weghorst,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; A. Bakasetas; J. Gbamin; M. Hamšík; A. Ömür; M. Gómez; M. Trézéguet
22/23,Round 10,17/10/22,Ankaragücü,Fenerbahçe,0,3,6.46,7.1,4-2-3-1,3-1-4-2,G. Akkan; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; G. Beridze; E. Kılınç; Jesé; A. Sowe,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; M. Crespo; B. Osayi-Samuel; İ. C. Kahveci; Lincoln; F. Kadıoğlu; M. Batshuayi; Enner Valencia
22/23,Round 10,17/10/22,Sivasspor,Giresunspor,3,0,7.09,6.57,4-2-3-1,4-2-3-1,A. Ş. Vural; M. Paluli; D. Goutas; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; R. Yalçın; C. N'Jie; D. Saba; E. Yeşilyurt; M. Yatabaré,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; J. Campuzano; G. Sağlam; B. Kuwas; V. Savićević; B. Sainz; R. Bajić
22/23,Round 9,07/10/22,Gaziantep,Adana DS,1,1,6.89,6.97,3-4-2-1,4-2-3-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; S. Kitsiou; F. Soyalp; M. Jevtović; Á. Sagal; J. Figueiredo; A. Maxim; T. Pekhart,E. Özbir; J. Svensson; (c) S. Akaydın; S. Güler; K. Rodrigues; B. Ndiaye; E. Akbaba; D. Babajide; Y. Belhanda; H. Onyekuru; B. Assombalonga
22/23,Round 9,08/10/22,İstanbulspor,Ankaragücü,1,2,6.81,6.8,3-4-2-1,4-1-4-1,D. Jensen; O. Erdoğan; M. Yeşil; A. Mehremić; O. Berber; (c) E. Rroca; M. Sarıkaya; T. D. Aksu; J. Topalli; V. Ethemi; İ. Yilmaz,G. Akkan; O. Ceylan; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; T. Antalyalı; Pedrinho; G. Beridze; A. Sowe
22/23,Round 9,08/10/22,Antalyaspor,Konyaspor,1,1,6.72,6.78,4-2-3-1,4-1-4-1,M. A. Uysal; B. Balcı; C. Luyindama; Ö. Toprak; (c) G. Vural; Fernando; U. Akyol; S. Gümüş; L. Adriano; A. Ndao; H. Wright,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. Hadžiahmetović; R. Murić; B. Paz; S. Dikmen; Z. Bytyqi; M. Demir
22/23,Round 9,08/10/22,Giresunspor,Beşiktaş,0,1,6.77,6.87,4-2-3-1,4-2-3-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; J. Campuzano; M. C. Akpinar; B. Kuwas; G. Sağlam; B. Sainz; R. Bajić,E. Destanoğlu; V. Rosier; T. T. Sanuç; R. Saiss; A. Masuaku; G. Fernandes; (c) Souza; T. Bingöl; D. Alli; N. Redmond; W. Weghorst
22/23,Round 9,09/10/22,Ümraniyespor,Kayserispor,2,2,6.71,6.73,4-1-4-1,4-1-4-1,O. Özdemir; S. Göksu; Allyson; (c) T. Glumac; E. Lenjani; I. Sackey; Geraldo; K. K. Yılmaz; D. Avounou; O. Ayık; M. U. Nayir,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; Campanharo; R. Civelek; O. Kemen; (c) B. Mensah; M. Cardoso; M. Gavranović
22/23,Round 9,09/10/22,Hatayspor,Alanyaspor,1,0,6.96,6.78,4-3-3,4-3-3,E. Kardeşler; K. Alıcı; O. Vranješ; B. Öksüz; K. Kanak; M. Boudjemaa; O. Ergün; R. Aabid; (c) A. E. Kaabi; B. Yıldırım; S. Lobjanidze,R. Rúnarsson; P. Pereira; F. Bayır; F. Aksoy; J. Balkovec; I. Doumbia; U. Güneş; E. Bekiroğlu; (c) E. Karaca; A. Hassan; D. Candeias
22/23,Round 9,09/10/22,Fenerbahçe,Karagümrük,5,4,6.63,6.61,4-1-3-2,4-3-3,(c) A. Bayındır; B. Osayi-Samuel; Gustavo Henrique; A. Szalai; Lincoln; İ. Yüksek; E. Mor; M. Crespo; İ. C. Kahveci; João Pedro Galvão; Enner Valencia,(c) E. Viviano; S. Dursun; D. Biraschi; I. Drešević; C. Erkin; J. Durmaz; M. Ozdoev; O. Shukurov; E. Colley; F. Borini; J. Kouassi
22/23,Round 9,10/10/22,Başakşehir,Sivasspor,0,2,6.74,7.2,4-3-3,4-2-3-1,M. Şengezer; Ö. A. Şahiner; Y. Ndayishimiye; (c) A. Epureanu; L. Lima; D. Türüç; L. Biglia; B. Özcan; B. Traoré; P. P. Keny; M. Chouiar,A. Ş. Vural; M. Paluli; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; R. Yalçın; F. Ulvestad; C. N'Jie; D. Saba; E. Yeşilyurt; M. Yatabaré
22/23,Round 9,10/10/22,Trabzonspor,Kasımpaşa,0,0,6.91,6.93,4-3-3,4-1-4-1,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; A. Bakasetas; M. Siopis; M. Hamšík; Y. Yazıcı; M. Gómez; M. Trézéguet,E. Taşkıran; F. Hadergjonaj; J. Bruma; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken
22/23,Round 8,01/10/22,Kasımpaşa,Gaziantep,1,0,6.95,6.75,4-1-4-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; J. Bruma; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken,(c) G. Güvenç; S. Kitsiou; E. Ersoy; A. Toșca; M. Hanousek; F. Soyalp; M. Jevtović; L. Marković; A. Maxim; Á. Sagal; T. Pekhart
22/23,Round 8,01/10/22,Kayserispor,Trabzonspor,1,2,6.75,6.85,4-5-1,4-2-3-1,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; R. Civelek; M. Cardoso; Campanharo; (c) B. Mensah; M. Thiam; M. Gavranović,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; M. Hamšík; M. Siopis; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez
22/23,Round 8,01/10/22,Ankaragücü,Başakşehir,1,2,6.63,6.89,4-1-4-1,4-3-3,G. Akkan; O. Ceylan; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; T. Antalyalı; Pedrinho; G. Beridze; A. Sowe,(c) V. Babacan; Ö. A. Şahiner; Y. Ndayishimiye; A. Touba; H. A. Kaldırım; D. Aleksić; L. Biglia; B. Özcan; B. Traoré; S. Okaka; M. Chouiar
22/23,Round 8,01/10/22,Adana DS,Galatasaray,0,0,6.91,6.94,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; Y. Sarı; E. Akbaba; H. Onyekuru; Y. Belhanda,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; L. Dubois; L. Torreira; F. Midtsjø; Y. Akgün; D. Mertens; K. Aktürkoğlu; B. Gomis
22/23,Round 8,02/10/22,Alanyaspor,Giresunspor,1,1,6.84,6.59,3-4-3,4-2-3-1,R. Rúnarsson; F. Aksoy; F. Bayır; J. Balkovec; P. Pereira; U. Güneş; I. Doumbia; J. K. Rassoul; (c) E. Karaca; A. Hassan; O. Targhalline,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; J. Campuzano; M. C. Akpinar; Serginho; G. Sağlam; B. Sainz; R. Bajić
22/23,Round 8,02/10/22,Sivasspor,Hatayspor,1,2,6.89,6.86,4-2-3-1,4-3-3,A. Ş. Vural; R. Yalçın; D. Goutas; A. Appindangoyé; (c) U. Çiftçi; F. Ulvestad; K. Keïta; E. Yeşilyurt; D. Saba; M. Gradel; M. Yatabaré,E. Kardeşler; K. Alıcı; O. Vranješ; B. Öksüz; K. Kanak; M. Boudjemaa; R. Ribeiro; O. Ergün; (c) A. E. Kaabi; B. Yıldırım; S. Lobjanidze
22/23,Round 8,02/10/22,Konyaspor,Ümraniyespor,1,0,7.01,6.74,4-1-4-1,4-3-3,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; B. Paz; K. Michalak; S. Dikmen; (c) A. Hadžiahmetović; Z. Bytyqi; M. Demir,O. Özdemir; S. Popov; Allyson; (c) T. Glumac; E. Lenjani; S. Göksu; K. K. Yılmaz; A. Mršić; O. Ayık; A. Bettaieb; M. Mimaroğlu
22/23,Round 8,02/10/22,Beşiktaş,Fenerbahçe,0,0,6.93,6.73,4-2-3-1,3-4-1-2,E. Destanoğlu; V. Rosier; T. T. Sanuç; R. Saiss; A. Masuaku; S. Uçan; (c) Souza; J. Muleka; D. Alli; N. Redmond; W. Weghorst,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; F. Kadıoğlu; M. Crespo; Willian Arão; Lincoln; İ. C. Kahveci; João Pedro Galvão; Enner Valencia
22/23,Round 8,03/10/22,Karagümrük,İstanbulspor,1,2,6.75,6.91,4-3-3,3-4-2-1,(c) E. Viviano; S. Dursun; D. Biraschi; S. Caulker; C. Erkin; J. Durmaz; I. Drešević; M. Ozdoev; E. Colley; M. Diagne; J. Kouassi,D. Jensen; O. Erdoğan; A. Mehremić; T. D. Aksu; (c) O. Berber; M. Kabasakal; M. Sarıkaya; A. Yaşar; J. Topalli; E. K. Gültekin; S. Guri
22/23,Round 7,16/09/22,Galatasaray,Konyaspor,2,1,6.91,6.8,4-2-3-1,4-1-4-1,(c) F. Muslera; S. Boey; V. Nelsson; E. Bayram; P. v. Aanholt; L. Torreira; S. Oliveira; Y. Akgün; D. Mertens; K. Aktürkoğlu; B. Gomis,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; B. Paz; E. Çekiçi; S. Dikmen; A. Hadžiahmetović; Z. Bytyqi; M. Demir
22/23,Round 7,16/09/22,Hatayspor,Kayserispor,0,4,6.48,7.07,4-3-3,4-5-1,E. Kardeşler; S. Bas; R. B. Yılmaz; B. Öksüz; S. Adekugbe; M. Boudjemaa; R. Ribeiro; O. Ergün; S. Lobjanidze; (c) A. E. Kaabi; D. Saint-Louis,B. Bayazit; O. Bulut; D. Kolovetsios; A. Kocaman; L. Carole; R. Civelek; M. Cardoso; Campanharo; B. Mensah; M. Thiam; (c) İ. Parlak
22/23,Round 7,17/09/22,Ümraniyespor,Kasımpaşa,1,2,6.83,7.09,4-1-4-1,4-1-4-1,O. Özdemir; S. Göksu; I. Sackey; (c) T. Glumac; E. Lenjani; K. K. Yılmaz; Geraldo; O. Gürbulak; D. Avounou; V. Gheorghe; M. U. Nayir,E. Taşkıran; F. Hadergjonaj; J. Bruma; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken
22/23,Round 7,17/09/22,Antalyasporx2,Adana DS,0,3,6.11,7.09,4-2-3-1,4-2-3-1,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; Fredy; S. Aydoğdu; A. Ndao; L. Adriano; H. Ghacha; H. Wright,E. Özbir; J. Svensson; S. Akaydın; Y. Rakitskyi; K. Rodrigues; B. Ndiaye; (c) G. Inler; Y. Sarı; E. Akbaba; H. Onyekuru; Y. Belhanda
22/23,Round 7,17/09/22,İstanbulspor,Beşiktaş,2,2,6.6,6.73,3-4-2-1,4-3-3,D. Jensen; O. Erdoğan; M. Yeşil; T. D. Aksu; O. Berber; M. Kabasakal; M. Sarıkaya; A. Yaşar; J. Topalli; E. K. Gültekin; (c) İ. Yilmaz,E. Destanoğlu; V. Rosier; T. T. Sanuç; R. Saiss; A. Masuaku; S. Uçan; (c) Souza; G. Fernandes; J. Muleka; W. Weghorst; G. N'Koudou
22/23,Round 7,18/09/22,Başakşehir,Karagümrük,0,0,6.97,6.75,4-3-3,4-3-3,V. Babacan; Ö. A. Şahiner; L. Duarte; Y. Ndayishimiye; L. Lima; D. Türüç; L. Biglia; (c) M. Tekdemir; B. Traoré; P. P. Keny; M. Chouiar,(c) E. Viviano; S. Dursun; R. Baniya; I. Drešević; C. Erkin; J. Durmaz; M. Ozdoev; O. Shukurov; J. Kouassi; M. Diagne; F. Borini
22/23,Round 7,18/09/22,Trabzonspor,Gaziantep,3,2,6.98,6.64,4-2-3-1,4-4-1-1,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; M. Hamšík; M. Siopis; T. Djaniny; A. Bakasetas; M. Trézéguet; U. Bozok,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; M. Hanousek; Á. Sagal; F. Soyalp; M. Jevtović; L. Marković; A. Maxim; J. Figueiredo
22/23,Round 7,18/09/22,Fenerbahçe,Alanyaspor,5,0,7.25,6.4,4-4-2,4-1-4-1,(c) A. Bayındır; F. Kadıoğlu; Gustavo Henrique; A. Szalai; E. Alioski; D. Rossi; Willian Arão; M. Crespo; E. Mor; Enner Valencia; João Pedro Galvão,R. Rúnarsson; P. Pereira; F. Bayır; F. Aksoy; J. Balkovec; L. Fer; D. Candeias; (c) E. Karaca; E. Bekiroğlu; Z. Ferhat; A. Hassan
22/23,Round 7,18/09/22,Ankaragücü,Sivasspor,2,1,6.83,6.72,4-2-3-1,4-2-3-1,G. Akkan; O. Ceylan; U. Radaković; N. Mujakić; Marlon; T. Antalyalı; (c) T. Ciğerci; E. Kılınç; Pedrinho; G. Beridze; A. Sowe,A. Ş. Vural; M. Paluli; D. Goutas; A. Appindangoyé; (c) U. Çiftçi; F. Ulvestad; C. Charisis; A. Musa; D. Saba; M. Gradel; K. Angielski
22/23,Round 6,09/09/22,Alanyaspor,Ankaragücü,2,1,6.98,6.72,4-3-3,4-2-3-1,R. Rúnarsson; P. Pereira; F. Aksoy; F. Bayır; J. Balkovec; U. Güneş; I. Doumbia; E. Bekiroğlu; (c) E. Karaca; W. Eduardo; O. Aydın,B. H. Güngördü; O. Ceylan; A. Çankaya; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; G. Ariyibi; Pedrinho; G. Beridze; A. Sowe
22/23,Round 6,10/09/22,Konyaspor,Hatayspor,1,0,7.03,6.67,4-2-3-1,4-3-3,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. Hadžiahmetović; S. Dikmen; R. Murić; E. Çekiçi; Z. Bytyqi; M. Demir,E. Kardeşler; (c) K. A. Çörekçi; R. B. Yılmaz; S. Falette; S. Adekugbe; M. Boudjemaa; R. Ribeiro; O. Ergün; S. Lobjanidze; A. E. Kaabi; K. Varga
22/23,Round 6,10/09/22,Karagümrük,Giresunspor,1,1,6.94,6.61,4-3-3,4-4-2,(c) E. Viviano; S. Dursun; R. Baniya; I. Drešević; C. Erkin; J. Durmaz; M. Ozdoev; O. Shukurov; E. Colley; M. Diagne; F. Borini,(c) O. Piri; H. Bilazer; A. Pérez; R. Arias; A. Uludağ; Serginho; J. Campuzano; R. Mejía; B. Sainz; V. Savićević; R. Bajić
22/23,Round 6,11/09/22,Sivasspor,İstanbulspor,1,1,6.79,6.78,4-2-3-1,3-4-2-1,A. Ş. Vural; M. Paluli; D. Goutas; C. Osmanpaşa; (c) Z. Erdal; F. Ulvestad; C. Charisis; C. N'Jie; D. Saba; M. Gradel; M. Yatabaré,D. Jensen; O. Erdoğan; M. Yeşil; T. D. Aksu; O. Berber; M. Kabasakal; M. Sarıkaya; A. Yaşar; J. Topalli; V. Ethemi; (c) İ. Yilmaz
